"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260518","7호선","장암","3084","1031","20260521",""
"20260518","7호선","도봉산","10308","11674","20260521",""
"20260518","7호선","수락산","14055","14125","20260521",""
"20260518","7호선","마들","15220","14574","20260521",""
"20260518","7호선","노원","22124","23535","20260521",""
"20260518","7호선","중계","16951","16019","20260521",""
"20260518","7호선","하계","20877","19651","20260521",""
"20260518","7호선","공릉(서울과학기술대)","15134","14964","20260521",""
"20260518","7호선","태릉입구","14166","14372","20260521",""
"20260518","7호선","중화","13756","13166","20260521",""
"20260518","7호선","상봉","20319","19587","20260521",""
"20260518","7호선","면목","17335","16768","20260521",""
"20260518","7호선","사가정","18151","18667","20260521",""
"20260518","7호선","용마산(용마폭포공원)","6485","6399","20260521",""
"20260518","7호선","중곡","12953","12129","20260521",""
"20260518","7호선","군자(능동)","16975","13688","20260521",""
"20260518","7호선","어린이대공원(세종대)","22138","23350","20260521",""
"20260518","7호선","건대입구","16485","16544","20260521",""
"20260518","7호선","자양(뚝섬한강공원)","11737","11513","20260521",""
"20260518","7호선","청담","21364","22780","20260521",""
"20260518","7호선","강남구청","17952","20011","20260521",""
"20260518","7호선","학동","26737","27269","20260521",""
"20260518","7호선","논현","22098","22649","20260521",""
"20260518","7호선","반포","7886","7561","20260521",""
"20260518","7호선","고속터미널","19062","16678","20260521",""
"20260518","7호선","내방","17913","17784","20260521",""
"20260518","7호선","이수","18995","18669","20260521",""
"20260518","7호선","남성","13241","12849","20260521",""
"20260518","7호선","숭실대입구(살피재)","18279","18389","20260521",""
"20260518","7호선","상도","14711","14984","20260521",""
"20260518","7호선","장승배기","11200","11128","20260521",""
"20260518","7호선","신대방삼거리","17171","16697","20260521",""
"20260518","7호선","보라매","8053","8418","20260521",""
"20260518","7호선","신풍","13561","12665","20260521",""
"20260518","7호선","대림(구로구청)","9809","9684","20260521",""
"20260518","7호선","남구로","18025","18824","20260521",""
"20260518","7호선","가산디지털단지","52122","52603","20260521",""
"20260518","7호선","철산","25827","26391","20260521",""
"20260518","7호선","광명사거리","25181","24844","20260521",""
"20260518","7호선","천왕","13825","13621","20260521",""
"20260518","7호선","온수(성공회대입구)","12146","11345","20260521",""
"20260518","8호선","암사역사공원","8462","7392","20260521",""
"20260518","8호선","암사","17870","16578","20260521",""
"20260518","8호선","천호(풍납토성)","19041","21360","20260521",""
"20260518","8호선","강동구청","12156","12628","20260521",""
"20260518","8호선","몽촌토성(평화의문)","9392","9498","20260521",""
"20260518","8호선","잠실(송파구청)","19146","21628","20260521",""
"20260518","8호선","석촌","9731","10699","20260521",""
"20260518","8호선","송파","11144","11061","20260521",""
"20260518","8호선","가락시장","9402","10221","20260521",""
"20260518","8호선","문정","27024","28439","20260521",""
"20260518","8호선","장지","18674","17750","20260521",""
"20260518","8호선","복정","11219","9745","20260521",""
"20260518","8호선","산성","7189","7384","20260521",""
"20260518","8호선","남한산성입구(성남법원.검찰청)","15408","14420","20260521",""
"20260518","8호선","단대오거리","14185","13609","20260521",""
"20260518","8호선","신흥","6097","6200","20260521",""
"20260518","8호선","수진","6196","5829","20260521",""
"20260518","8호선","모란","5332","4109","20260521",""
"20260518","8호선","남위례","9309","9324","20260521",""
"20260518","9호선","개화","2908","1936","20260521",""
"20260518","9호선","김포공항","5581","9925","20260521",""
"20260518","9호선","공항시장","3067","3242","20260521",""
"20260518","9호선","신방화","7977","7782","20260521",""
"20260518","9호선","마곡나루(서울식물원)","17334","16887","20260521",""
"20260518","9호선","양천향교","12932","13414","20260521",""
"20260518","9호선","가양","24913","24289","20260521",""
"20260518","9호선","증미","9335","9070","20260521",""
"20260518","9호선","등촌","14466","14149","20260521",""
"20260518","9호선","염창","20237","19459","20260521",""
"20260518","9호선","신목동","5698","5129","20260521",""
"20260518","9호선","선유도","10700","9983","20260521",""
"20260518","9호선","당산","21580","21096","20260521",""
"20260518","9호선","국회의사당","19118","19752","20260521",""
"20260518","9호선","여의도","33765","33185","20260521",""
"20260518","9호선","샛강","7936","8033","20260521",""
"20260518","9호선","노량진","29571","29111","20260521",""
"20260518","9호선","노들","5467","4496","20260521",""
"20260518","9호선","흑석(중앙대입구)","11976","12406","20260521",""
"20260518","9호선","동작(현충원)","2092","1794","20260521",""
"20260518","9호선","구반포","3188","2850","20260521",""
"20260518","9호선","신반포","5575","5450","20260521",""
"20260518","9호선","고속터미널","15382","20033","20260521",""
"20260518","9호선","사평","4825","4534","20260521",""
"20260518","9호선","신논현","32907","33560","20260521",""
"20260518","9호선2~3단계","언주","13203","13583","20260521",""
"20260518","9호선2~3단계","선정릉","12129","12831","20260521",""
"20260518","9호선2~3단계","삼성중앙","9497","9933","20260521",""
"20260518","9호선2~3단계","봉은사","22294","23216","20260521",""
"20260518","9호선2~3단계","종합운동장","5482","5525","20260521",""
"20260518","9호선2~3단계","삼전","9482","8951","20260521",""
"20260518","9호선2~3단계","석촌고분","8449","8176","20260521",""
"20260518","9호선2~3단계","석촌","10698","9860","20260521",""
"20260518","9호선2~3단계","송파나루","6245","6731","20260521",""
"20260518","9호선2~3단계","한성백제","3863","3500","20260521",""
"20260518","9호선2~3단계","올림픽공원(한국체대)","7706","8282","20260521",""
"20260518","9호선2~3단계","둔촌오륜","5494","5357","20260521",""
"20260518","9호선2~3단계","중앙보훈병원","15824","13652","20260521",""
"20260518","경강선","판교","6311","6317","20260521",""
"20260518","경강선","이매","1203","1107","20260521",""
"20260518","경강선","삼동","2647","2480","20260521",""
"20260518","경강선","경기광주","9627","9069","20260521",""
"20260518","경강선","초월","4207","4146","20260521",""
"20260518","경강선","곤지암","2500","2447","20260521",""
"20260518","경강선","신둔도예촌","1793","1567","20260521",""
"20260518","경강선","이천","3237","3299","20260521",""
"20260518","경강선","부발","2648","2669","20260521",""
"20260518","경강선","세종대왕릉","413","382","20260521",""
"20260518","경강선","여주","3540","3426","20260521",""
"20260518","경강선","성남","1604","1306","20260521",""
"20260518","경부선","서울역","10879","3570","20260521",""
"20260518","경부선","남영","10353","11099","20260521",""
"20260518","경부선","용산","43163","44576","20260521",""
"20260518","경부선","노량진","8892","9070","20260521",""
"20260518","경부선","대방","11614","13107","20260521",""
"20260518","경부선","영등포","38763","39229","20260521",""
"20260518","경부선","신도림","4307","4405","20260521",""
"20260518","경부선","신길","9721","8562","20260521",""
"20260518","경부선","구로","18742","18619","20260521",""
"20260518","경부선","가산디지털단지","20327","23448","20260521",""
"20260518","경부선","금천구청","12296","12794","20260521",""
"20260518","경부선","석수","9363","8671","20260521",""
"20260518","경부선","관악","7850","7645","20260521",""
"20260518","경부선","안양","29413","29013","20260521",""
"20260518","경부선","명학","10819","10858","20260521",""
"20260518","경부선","금정","32232","32897","20260521",""
"20260518","경부선","군포","7853","7592","20260521",""
"20260518","경부선","의왕","11194","11215","20260521",""
"20260518","경부선","성균관대","18661","18673","20260521",""
"20260518","경부선","화서","12120","11747","20260521",""
"20260518","경부선","수원","41534","43261","20260521",""
"20260518","경부선","독산","19126","19499","20260521",""
"20260518","경부선","세류","4115","3748","20260521",""
"20260518","경부선","병점","19541","19545","20260521",""
"20260518","경부선","세마","4046","3828","20260521",""
"20260518","경부선","오산대","4784","4301","20260521",""
"20260518","경부선","오산","13223","13185","20260521",""
"20260518","경부선","진위","2051","1856","20260521",""
"20260518","경부선","송탄","4906","4740","20260521",""
"20260518","경부선","서정리","10274","9897","20260521",""
"20260518","경부선","평택지제","5720","5221","20260521",""
"20260518","경부선","평택","14903","14973","20260521",""
"20260518","경부선","성환","7573","7593","20260521",""
"20260518","경부선","직산","1204","1184","20260521",""
"20260518","경부선","두정","9799","12040","20260521",""
"20260518","경부선","천안","8418","7470","20260521",""
"20260518","경부선","당정","7672","7407","20260521",""
"20260518","경부선","서동탄","1820","1410","20260521",""
"20260518","경부선","광명","4204","3550","20260521",""
"20260518","경원선","이촌(국립중앙박물관)","4461","3679","20260521",""
"20260518","경원선","서빙고","2651","2411","20260521",""
"20260518","경원선","한남","3990","3974","20260521",""
"20260518","경원선","옥수","43","55","20260521",""
"20260518","경원선","응봉","2102","1842","20260521",""
"20260518","경원선","왕십리(성동구청)","18030","18158","20260521",""
"20260518","경원선","청량리(서울시립대입구)","16501","17744","20260521",""
"20260518","경원선","외대앞","14903","15429","20260521",""
"20260518","경원선","신이문","9925","8997","20260521",""
"20260518","경원선","석계","8508","9190","20260521",""
"20260518","경원선","광운대","10872","10605","20260521",""
"20260518","경원선","월계","8568","8073","20260521",""
"20260518","경원선","녹천","5004","4247","20260521",""
"20260518","경원선","방학","11319","11124","20260521",""
"20260518","경원선","도봉","6591","6375","20260521",""
"20260518","경원선","도봉산","8008","5234","20260521",""
"20260518","경원선","망월사","10853","11025","20260521",""
"20260518","경원선","회룡","15135","14808","20260521",""
"20260518","경원선","의정부","20266","20362","20260521",""
"20260518","경원선","가능","7414","7239","20260521",""
"20260518","경원선","녹양","5113","4938","20260521",""
"20260518","경원선","양주","8209","7722","20260521",""
"20260518","경원선","덕계","7846","7325","20260521",""
"20260518","경원선","덕정","8167","7650","20260521",""
"20260518","경원선","지행","7301","7341","20260521",""
"20260518","경원선","동두천중앙","3463","3270","20260521",""
"20260518","경원선","보산","1565","1440","20260521",""
"20260518","경원선","소요산","1699","1640","20260521",""
"20260518","경원선","청산","159","120","20260521",""
"20260518","경원선","전곡","1404","1089","20260521",""
"20260518","경원선","연천","1205","1049","20260521",""
"20260518","경의선","서울역","4255","5430","20260521",""
"20260518","경의선","신촌","1323","1711","20260521",""
"20260518","경의선","효창공원앞","3857","4218","20260521",""
"20260518","경의선","공덕","4941","4026","20260521",""
"20260518","경의선","서강대","2803","2701","20260521",""
"20260518","경의선","홍대입구","2017","2232","20260521",""
"20260518","경의선","가좌","7035","6545","20260521",""
"20260518","경의선","디지털미디어시티","2965","2770","20260521",""
"20260518","경의선","수색","3896","3832","20260521",""
"20260518","경의선","한국항공대","4655","4529","20260521",""
"20260518","경의선","강매","3820","3171","20260521",""
"20260518","경의선","행신","8546","8730","20260521",""
"20260518","경의선","능곡","5260","4847","20260521",""
"20260518","경의선","곡산","683","756","20260521",""
"20260518","경의선","백마","8983","8741","20260521",""
"20260518","경의선","풍산","7203","6854","20260521",""
"20260518","경의선","일산","12914","12772","20260521",""
"20260518","경의선","탄현","8994","8352","20260521",""
"20260518","경의선","야당","8199","8367","20260521",""
"20260518","경의선","운정","8746","8342","20260521",""
"20260518","경의선","금릉","5642","5429","20260521",""
"20260518","경의선","금촌","7121","6749","20260521",""
"20260518","경의선","월롱","2573","2278","20260521",""
"20260518","경의선","파주","1892","1542","20260521",""
"20260518","경의선","문산","6247","5722","20260521",""
"20260518","경의선","임진강","4","3","20260521",""
"20260518","경의선","운천","8","3","20260521",""
"20260518","경인선","개봉","26066","25618","20260521",""
"20260518","경인선","오류동","12945","12081","20260521",""
"20260518","경인선","역곡","30471","30301","20260521",""
"20260518","경인선","부천","34310","34031","20260521",""
"20260518","경인선","송내","29074","29044","20260521",""
"20260518","경인선","부평","30993","31998","20260521",""
"20260518","경인선","백운","7784","7663","20260521",""
"20260518","경인선","동암","16362","16192","20260521",""
"20260518","경인선","주안","20380","18709","20260521",""
"20260518","경인선","제물포","12788","12423","20260521",""
"20260518","경인선","동인천","14779","13565","20260521",""
"20260518","경인선","인천","3858","3179","20260521",""
"20260518","경인선","구일","8234","8257","20260521",""
"20260518","경인선","소사","9398","8581","20260521",""
"20260518","경인선","부개","9613","8872","20260521",""
"20260518","경인선","간석","6457","6118","20260521",""
"20260518","경인선","도원","3804","3981","20260521",""
"20260518","경인선","온수(성공회대입구)","7190","6860","20260521",""
"20260518","경인선","중동","10355","9697","20260521",""
"20260518","경인선","도화","4581","4235","20260521",""
"20260518","경춘선","신내","3472","3335","20260521",""
"20260518","경춘선","갈매","3125","2831","20260521",""
"20260518","경춘선","별내","3005","2726","20260521",""
"20260518","경춘선","퇴계원","3889","3598","20260521",""
"20260518","경춘선","사릉","2548","2544","20260521",""
"20260518","경춘선","금곡","2031","1955","20260521",""
"20260518","경춘선","평내호평","7808","7523","20260521",""
"20260518","경춘선","천마산","1940","1788","20260521",""
"20260518","경춘선","마석","5250","5192","20260521",""
"20260518","경춘선","대성리","496","438","20260521",""
"20260518","경춘선","청평","2057","1902","20260521",""
"20260518","경춘선","상천","348","329","20260521",""
"20260518","경춘선","가평","2087","1929","20260521",""
"20260518","경춘선","굴봉산","112","106","20260521",""
"20260518","경춘선","백양리","70","80","20260521",""
"20260518","경춘선","강촌","552","562","20260521",""
"20260518","경춘선","김유정","418","413","20260521",""
"20260518","경춘선","남춘천","3200","3638","20260521",""
"20260518","경춘선","춘천","1978","2154","20260521",""
"20260518","공항철도 1호선","서울역","14385","12387","20260521",""
"20260518","공항철도 1호선","공덕","3582","4488","20260521",""
"20260518","공항철도 1호선","홍대입구","14794","13685","20260521",""
"20260518","공항철도 1호선","디지털미디어시티","16384","15609","20260521",""
"20260518","공항철도 1호선","마곡나루(서울식물원)","18440","17808","20260521",""
"20260518","공항철도 1호선","김포공항","9023","5245","20260521",""
"20260518","공항철도 1호선","계양","10288","10398","20260521",""
"20260518","공항철도 1호선","검암","6850","6940","20260521",""
"20260518","공항철도 1호선","청라국제도시","8907","8482","20260521",""
"20260518","공항철도 1호선","운서","10618","11228","20260521",""
"20260518","공항철도 1호선","공항화물청사","2232","2351","20260521",""
"20260518","공항철도 1호선","인천공항1터미널","12478","12951","20260521",""
"20260518","공항철도 1호선","인천공항2터미널","11423","10323","20260521",""
"20260518","공항철도 1호선","영종","5056","4952","20260521",""
"20260518","과천선","선바위","8795","7817","20260521",""
"20260518","과천선","경마공원","964","969","20260521",""
"20260518","과천선","대공원","4024","4100","20260521",""
"20260518","과천선","과천","5878","5452","20260521",""
"20260518","과천선","정부과천청사","16450","17571","20260521",""
"20260518","과천선","인덕원","29342","30117","20260521",""
"20260518","과천선","평촌","21298","20559","20260521",""
"20260518","과천선","범계","31142","31410","20260521",""
"20260518","분당선","선릉","15105","22269","20260521",""
"20260518","분당선","한티","15805","16911","20260521",""
"20260518","분당선","도곡","8784","9081","20260521",""
"20260518","분당선","구룡","4235","4213","20260521",""
"20260518","분당선","개포동","4371","4554","20260521",""
"20260518","분당선","대모산입구","6667","6368","20260521",""
"20260518","분당선","수서","20012","20737","20260521",""
"20260518","분당선","수원","8703","8124","20260521",""
"20260518","분당선","서울숲","16047","16609","20260521",""
"20260518","분당선","압구정로데오","18694","20451","20260521",""
"20260518","분당선","강남구청","10595","12154","20260521",""
"20260518","분당선","선정릉","8706","9032","20260521",""
"20260518","분당선","가천대","16720","16955","20260521",""
"20260518","분당선","태평","14279","13887","20260521",""
"20260518","분당선","모란","21312","22257","20260521",""
"20260518","분당선","야탑","28972","30816","20260521",""
"20260518","분당선","서현","26191","26510","20260521",""
"20260518","분당선","수내","13895","13790","20260521",""
"20260518","분당선","정자","21639","22747","20260521",""
"20260518","분당선","미금","17590","18157","20260521",""
"20260518","분당선","오리","12483","10952","20260521",""
"20260518","분당선","이매","6011","5729","20260521",""
"20260518","분당선","보정","3083","2799","20260521",""
"20260518","분당선","죽전","15117","16698","20260521",""
"20260518","분당선","구성","8839","8813","20260521",""
"20260518","분당선","신갈","5545","5343","20260521",""
"20260518","분당선","기흥","12934","12287","20260521",""
"20260518","분당선","상갈","6020","5682","20260521",""
"20260518","분당선","청명","5517","5388","20260521",""
"20260518","분당선","영통","9827","10355","20260521",""
"20260518","분당선","망포","17770","17347","20260521",""
"20260518","분당선","매탄권선","6587","6455","20260521",""
"20260518","분당선","수원시청","15665","16604","20260521",""
"20260518","분당선","매교","6365","6185","20260521",""
"20260518","서해선","김포공항","2844","4287","20260521",""
"20260518","서해선","원종","5838","5726","20260521",""
"20260518","서해선","부천종합운동장","3523","3130","20260521",""
"20260518","수인선","고색","7261","7082","20260521",""
"20260518","수인선","오목천","5808","5185","20260521",""
"20260518","수인선","어천","1728","1714","20260521",""
"20260518","수인선","야목","900","803","20260521",""
"20260518","수인선","사리","6080","5287","20260521",""
"20260518","수인선","달월","139","99","20260521",""
"20260518","수인선","월곶","3409","3064","20260521",""
"20260518","수인선","소래포구","6337","5795","20260521",""
"20260518","수인선","인천논현","6406","6700","20260521",""
"20260518","수인선","호구포","4515","4766","20260521",""
"20260518","수인선","남동인더스파크","2739","3107","20260521",""
"20260518","수인선","원인재","4776","5071","20260521",""
"20260518","수인선","연수","5217","5148","20260521",""
"20260518","수인선","송도","3005","2659","20260521",""
"20260518","수인선","인하대","9936","9521","20260521",""
"20260518","수인선","숭의","5463","5077","20260521",""
"20260518","수인선","신포","1972","2010","20260521",""
"20260518","수인선","인천","1140","1624","20260521",""
"20260518","신림선","샛강","3666","4291","20260521",""
"20260518","신림선","대방","3815","2987","20260521",""
"20260518","신림선","서울지방병무청","3618","3873","20260521",""
"20260518","신림선","보라매","5276","4875","20260521",""
"20260518","신림선","보라매공원","2922","3235","20260521",""
"20260518","신림선","보라매병원","9918","10381","20260521",""
"20260518","신림선","당곡","5366","5061","20260521",""
"20260518","신림선","신림","2650","3160","20260521",""
"20260518","신림선","서원","3899","3489","20260521",""
"20260518","신림선","서울대벤처타운","11107","10441","20260521",""
"20260518","신림선","관악산(서울대)","3761","3529","20260521",""
"20260518","안산선","산본","18556","19711","20260521",""
"20260518","안산선","대야미","5906","5323","20260521",""
"20260518","안산선","반월","5079","4939","20260521",""
"20260518","안산선","상록수","17320","17653","20260521",""
"20260518","안산선","한대앞","11668","12202","20260521",""
"20260518","안산선","중앙","20759","21222","20260521",""
"20260518","안산선","고잔","10734","10261","20260521",""
"20260518","안산선","초지","5607","5651","20260521",""
"20260518","안산선","안산","13285","11960","20260521",""
"20260518","안산선","신길온천","2473","2168","20260521",""
"20260518","안산선","정왕","12516","12831","20260521",""
"20260518","안산선","오이도","8844","8630","20260521",""
"20260518","안산선","수리산","4693","3995","20260521",""
"20260518","우이신설선","북한산우이","3344","3029","20260521",""
"20260518","우이신설선","솔밭공원","2959","2910","20260521",""
"20260518","우이신설선","4.19민주묘지","4944","5069","20260521",""
"20260518","우이신설선","가오리","4921","4975","20260521",""
"20260518","우이신설선","화계","4360","4071","20260521",""
"20260518","우이신설선","삼양","2789","2989","20260521",""
"20260518","우이신설선","삼양사거리","3130","3188","20260521",""
"20260518","우이신설선","솔샘","6620","6290","20260521",""
"20260518","우이신설선","북한산보국문","7328","6783","20260521",""
"20260518","우이신설선","정릉","5493","4982","20260521",""
"20260518","우이신설선","성신여대입구(돈암)","4194","4626","20260521",""
"20260518","우이신설선","보문","1998","1928","20260521",""
"20260518","우이신설선","신설동","2931","2693","20260521",""
"20260518","일산선","원흥","12774","12341","20260521",""
"20260518","일산선","지축","1","0","20260521",""
"20260518","일산선","삼송","22162","21463","20260521",""
"20260518","일산선","원당","13461","12968","20260521",""
"20260518","일산선","화정","19076","19574","20260521",""
"20260518","일산선","대곡","13692","12148","20260521",""
"20260518","일산선","백석","11223","11657","20260521",""
"20260518","일산선","마두","9259","9431","20260521",""
"20260518","일산선","정발산","7471","7387","20260521",""
"20260518","일산선","주엽","10415","10097","20260521",""
"20260518","일산선","대화","12242","9759","20260521",""
"20260518","장항선","봉명","1682","1690","20260521",""
"20260518","장항선","쌍용(나사렛대)","3813","3807","20260521",""
"20260518","장항선","아산","5450","4922","20260521",""
"20260518","장항선","탕정","2912","2392","20260521",""
"20260518","장항선","배방","1569","1494","20260521",""
"20260518","장항선","온양온천","5059","5142","20260521",""
"20260518","장항선","신창(순천향대)","3234","4037","20260521",""
"20260518","중앙선","회기","29510","29223","20260521",""
"20260518","중앙선","중랑","6443","6087","20260521",""
"20260518","중앙선","상봉","6497","6533","20260521",""
"20260518","중앙선","망우","8341","8069","20260521",""
"20260518","중앙선","양원","3841","3766","20260521",""
"20260518","중앙선","구리","7807","8321","20260521",""
"20260518","중앙선","도농","10890","10020","20260521",""
"20260518","중앙선","양정","569","466","20260521",""
"20260518","중앙선","덕소","6275","6321","20260521",""
"20260518","중앙선","도심","3423","2636","20260521",""
"20260518","중앙선","팔당","786","827","20260521",""
"20260518","중앙선","운길산","788","730","20260521",""
"20260518","중앙선","양수","2009","1987","20260521",""
"20260518","중앙선","신원","197","176","20260521",""
"20260518","중앙선","국수","828","774","20260521",""
"20260518","중앙선","아신","578","591","20260521",""
"20260518","중앙선","오빈","373","382","20260521",""
"20260518","중앙선","양평","4496","4504","20260521",""
"20260518","중앙선","원덕","375","379","20260521",""
"20260518","중앙선","용문","2170","2035","20260521",""
"20260518","중앙선","지평","66","86","20260521",""
"20260518","7호선","먹골","12502","12136","20260521",""
"20260519","경부선","용산","41381","42272","20260522",""
"20260519","2호선","용답","3601","3721","20260522",""
"20260519","6호선","청구","4482","4491","20260522",""
"20260519","4호선","명동","39079","40450","20260522",""
"20260519","4호선","회현(남대문시장)","32987","34998","20260522",""
"20260519","4호선","서울역","15575","23288","20260522",""
"20260519","4호선","숙대입구(갈월)","18809","18455","20260522",""
"20260519","4호선","삼각지(전쟁기념관)","6679","7741","20260522",""
"20260519","4호선","신용산","22825","24578","20260522",""
"20260519","4호선","이촌(국립중앙박물관)","10924","11822","20260522",""
"20260519","4호선","동작(현충원)","2490","2676","20260522",""
"20260519","4호선","총신대입구(이수)","22056","23694","20260522",""
"20260519","4호선","사당","29068","25538","20260522",""
"20260519","4호선","남태령","1648","1431","20260522",""
"20260519","5호선","방화","8127","7930","20260522",""
"20260519","5호선","개화산","7121","6741","20260522",""
"20260519","5호선","김포공항","13472","8055","20260522",""
"20260519","5호선","송정","6942","6749","20260522",""
"20260519","5호선","마곡","19229","19403","20260522",""
"20260519","5호선","발산","28063","28592","20260522",""
"20260519","5호선","우장산","17615","17508","20260522",""
"20260519","5호선","화곡","33144","30908","20260522",""
"20260519","5호선","까치산","31548","30381","20260522",""
"20260519","5호선","신정(은행정)","15913","13107","20260522",""
"20260519","5호선","목동","18970","21085","20260522",""
"20260519","5호선","오목교(목동운동장앞)","23859","25583","20260522",""
"20260519","5호선","양평","9867","9647","20260522",""
"20260519","5호선","영등포구청","6055","6038","20260522",""
"20260519","5호선","영등포시장","13252","13401","20260522",""
"20260519","5호선","신길","5619","5889","20260522",""
"20260519","5호선","여의도","33644","35489","20260522",""
"20260519","5호선","여의나루","15266","16670","20260522",""
"20260519","5호선","마포","17235","17356","20260522",""
"20260519","5호선","공덕","17110","17843","20260522",""
"20260519","5호선","애오개","7874","7744","20260522",""
"20260519","5호선","충정로(경기대입구)","6044","6480","20260522",""
"20260519","5호선","서대문","23659","23867","20260522",""
"20260519","5호선","광화문(세종문화회관)","40364","41982","20260522",""
"20260519","5호선","종로3가","16169","16367","20260522",""
"20260519","5호선","을지로4가","8187","7960","20260522",""
"20260519","5호선","동대문역사문화공원(DDP)","3892","4369","20260522",""
"20260519","5호선","신금호","7382","8003","20260522",""
"20260519","5호선","행당","9330","8369","20260522",""
"20260519","5호선","왕십리(성동구청)","5525","5770","20260522",""
"20260519","5호선","마장","7070","6874","20260522",""
"20260519","5호선","답십리","18734","16882","20260522",""
"20260519","5호선","장한평","22959","22619","20260522",""
"20260519","5호선","군자(능동)","13830","15165","20260522",""
"20260519","5호선","아차산(어린이대공원후문)","16971","16529","20260522",""
"20260519","5호선","광나루(장신대)","13065","12464","20260522",""
"20260519","5호선","천호(풍납토성)","22841","22455","20260522",""
"20260519","5호선","강동","21633","21021","20260522",""
"20260519","5호선","길동","10304","10475","20260522",""
"20260519","5호선","굽은다리(강동구민회관앞)","10880","10273","20260522",""
"20260519","5호선","명일","9402","9384","20260522",""
"20260519","5호선","고덕","12219","12008","20260522",""
"20260519","5호선","상일동","17548","16788","20260522",""
"20260519","5호선","둔촌동","15392","15310","20260522",""
"20260519","5호선","올림픽공원(한국체대)","5793","4928","20260522",""
"20260519","5호선","방이","8504","8796","20260522",""
"20260519","5호선","오금","4526","4568","20260522",""
"20260519","5호선","개롱","7484","7709","20260522",""
"20260519","5호선","거여","11985","11942","20260522",""
"20260519","5호선","마천","8758","7584","20260522",""
"20260519","5호선","강일","7183","6793","20260522",""
"20260519","5호선","미사","20594","20991","20260522",""
"20260519","5호선","하남풍산","5385","5357","20260522",""
"20260519","5호선","하남시청(덕풍·신장)","10572","9969","20260522",""
"20260519","5호선","하남검단산","7501","6923","20260522",""
"20260519","6호선","응암","20599","20493","20260522",""
"20260519","6호선","역촌","4387","5344","20260522",""
"20260519","6호선","불광","4990","4721","20260522",""
"20260519","6호선","독바위","2954","3103","20260522",""
"20260519","6호선","연신내","1","0","20260522",""
"20260519","6호선","구산","9396","7375","20260522",""
"20260519","6호선","새절(신사)","15495","14515","20260522",""
"20260519","6호선","증산(명지대앞)","10571","10567","20260522",""
"20260519","6호선","디지털미디어시티","17387","18863","20260522",""
"20260519","6호선","월드컵경기장(성산)","4528","4608","20260522",""
"20260519","6호선","마포구청","17040","15520","20260522",""
"20260519","6호선","망원","16979","18212","20260522",""
"20260519","6호선","합정","13988","13918","20260522",""
"20260519","6호선","상수","11579","12749","20260522",""
"20260519","6호선","광흥창(서강)","11391","10796","20260522",""
"20260519","6호선","대흥(서강대앞)","12805","13363","20260522",""
"20260519","6호선","공덕","21832","21877","20260522",""
"20260519","6호선","효창공원앞","9656","8968","20260522",""
"20260519","6호선","삼각지(전쟁기념관)","8749","7679","20260522",""
"20260519","6호선","녹사평(용산구청)","5856","5760","20260522",""
"20260519","6호선","이태원","11723","12151","20260522",""
"20260519","6호선","한강진","10591","12833","20260522",""
"20260519","6호선","버티고개","2598","2426","20260522",""
"20260519","6호선","약수","4234","4084","20260522",""
"20260519","6호선","신당","9720","10120","20260522",""
"20260519","6호선","동묘앞","10633","11043","20260522",""
"20260519","6호선","창신","4469","3893","20260522",""
"20260519","6호선","보문","9839","9461","20260522",""
"20260519","6호선","안암(고대병원앞)","18945","21410","20260522",""
"20260519","6호선","고려대(종암)","12191","11713","20260522",""
"20260519","6호선","월곡(동덕여대)","15362","14645","20260522",""
"20260519","6호선","상월곡(한국과학기술연구원)","8389","7994","20260522",""
"20260519","6호선","돌곶이","14277","13363","20260522",""
"20260519","6호선","석계","14770","15241","20260522",""
"20260519","6호선","태릉입구","9973","12055","20260522",""
"20260519","6호선","화랑대(서울여대입구)","14813","12164","20260522",""
"20260519","6호선","봉화산(서울의료원)","10126","9508","20260522",""
"20260519","7호선","장암","3351","1207","20260522",""
"20260519","7호선","도봉산","10971","12471","20260522",""
"20260519","7호선","수락산","14552","14527","20260522",""
"20260519","7호선","마들","15550","14818","20260522",""
"20260519","7호선","노원","23151","24608","20260522",""
"20260519","7호선","중계","17394","16257","20260522",""
"20260519","7호선","하계","21161","19855","20260522",""
"20260519","7호선","공릉(서울과학기술대)","15401","15043","20260522",""
"20260519","7호선","태릉입구","15404","15377","20260522",""
"20260519","7호선","먹골","12755","12197","20260522",""
"20260519","7호선","중화","14310","13930","20260522",""
"20260519","7호선","상봉","20339","19681","20260522",""
"20260519","7호선","면목","17880","17367","20260522",""
"20260519","7호선","사가정","18510","18824","20260522",""
"20260519","7호선","용마산(용마폭포공원)","6699","6533","20260522",""
"20260519","7호선","중곡","12952","12246","20260522",""
"20260519","7호선","군자(능동)","17571","14051","20260522",""
"20260519","7호선","어린이대공원(세종대)","22835","23938","20260522",""
"20260519","7호선","건대입구","17385","18164","20260522",""
"20260519","7호선","자양(뚝섬한강공원)","11515","11301","20260522",""
"20260519","7호선","청담","22128","23745","20260522",""
"20260519","7호선","강남구청","18851","21198","20260522",""
"20260519","7호선","학동","27227","28032","20260522",""
"20260519","7호선","논현","22460","23129","20260522",""
"20260519","7호선","반포","7788","7598","20260522",""
"20260519","7호선","고속터미널","18016","16656","20260522",""
"20260519","7호선","내방","18045","18017","20260522",""
"20260519","7호선","이수","19623","19052","20260522",""
